# dvcd|name
RESL_DLNG_YN|결의처리여부
RESL_DTL_SEQ|결의상세순번
RESL_DVCD|결의구분코드
RESL_NCNT|결의개수
RESL_NO|결의번호
RESL_PGSS_STTUS_DVCD|결의진행상태구분코드
RESL_SEQ|결의순번
RESL_TEXT|결의내용
RESL_TYPE_DVCD|결의유형구분코드
RESL_YMD|결의일자
RESL|결의
RESM|유사성
RESOS|자원
RESO_DVCD|직책구분코드
RESO_EXTY|직책수당
RESO_NM|직책명
RESO|직책
RESPECT_DVCD|예우구분코드
RESPECT_YMD|예우일자
RESPECT|예우
RESPN_HRS_ARTC|책임시수항목
RESPN_HRS_FLFL_YN|책임시수이행여부
RESPN_HRS_NADMT_YN|책임시수미인정여부
RESPN_HRS_NM|책임시수명
RESPN_HRS|책임시수
RESPN_RSCH_EXTY|책임연구수당
RESPN_RSCH_YN|책임연구여부
RESPN_STAF_NO|책임교직원번호
RESPN_TEAC_YN|책임강사여부
RESPN_YN|책임여부
RESPN|책임
RESPSBT|책임감
RESP_CMPLT_DSTNCT_CD|담당완료구분코드
RESP_CMPLT_DVCD|담당완료구분코드
RESP_CMPLT_YMD|담당완료일자
RESP_DEPT_CD|담당부서코드
RESP_DEPT_NM|담당부서명
RESP_DUTY|담당직무
RESP_EXTY_AMT|담당수당금액
RESP_HRS_ARTC|담당시수항목
RESP_HRS|담당시수
RESP_PRFS_NM|담당교수명
RESP_PRFS_NO|담당교수번호
RESP_PRFS_SUMMARY_NM|담당교수요약명
RESP_SBJT_CNT|담당과목수
RESP_SBJT_END_BEGIN_YMD|담당과목종료시작일자
RESP_SBJT_INPT_BEGIN_YMD|담당과목입력시작일자
RESP_SBJT_INPT_END_YMD|담당과목입력종료일자
RESP_SBJT_NM|담당과목명
RESP_TASK_DVCD|담당업무구분코드
RESP_TASK_NM|담당업무명
RESP_TEL_NO|담당전화번호
RESP_TYPE_DVCD|담당유형구분코드
RESP_WCNT|담당주수
RESP|담당
RESSO|연구회
RESTAU|식당
RESTA|부동산
REST|초기화
RESULT_APLN_MSRE|결과활용방안
RESULT_APPL_TERM_EXCE_YN|결과신청기간초과여부
RESULT_APPL_YMD|결과신청일자
RESULT_ATDC_PPNU|결과참석인원
RESULT_BEGIN_HOLD_TIME|결과시작개최시간
RESULT_BEGIN_HOLD_YMD|결과시작개최일자
RESULT_CONFM_YMD|결과승인일자
RESULT_CONF_YMD|결과확인일자
RESULT_DVCD|결과구분코드
RESULT_END_HOLD_TIME|결과종료개최시간
RESULT_END_HOLD_YMD|결과종료개최일자
RESULT_ENG_CRMY_NM|결과영문행사명
RESULT_KORD_CRMY_NM|결과국문행사명
RESULT_MSSAGE|결과메시지
RESULT_PNT|결과점수
RESULT_POINT|결과학점
RESULT_RJCT_REASON|결과반려사유
RESULT_RMARK|결과비고
RESULT_RPT_AFILE_NM|결과보고붙임문서명
RESULT_RPT_AFILE_PATH_YN_NM|결과보고붙임문서경로여부명
RESULT_RPT_AFILE_PATH|결과보고붙임문서경로
RESULT_RPT_ATCH_FILE_NM|결과보고첨부파일명
RESULT_RPT_ATCH_FILE_SVR_PATH|결과보고첨부파일서버경로
RESULT_RPT_BEGIN_YMD|결과보고시작일자
RESULT_RPT_DVCD|결과보고구분코드
RESULT_RPT_END_YMD|결과보고종료일자
RESULT_RPT_INSIDE_APPV_FILE_NM|결과보고내부결재파일명
RESULT_RPT_INSIDE_APPV_FLPTH_YN_NM|결과보고내부결재파일경로여부명
RESULT_RPT_INSIDE_APPV_FLPTH|결과보고내부결재파일경로
RESULT_RPT_TEXT|결과보고내용
RESULT_RPT_TOT|결과보고계
RESULT_RPT_YMD|결과보고일자
RESULT_SBJT_CNT|결과과목수
RESULT_SUBM_DUE|결과제출기한
RESULT_SUBM_STTUS_DVCD|결과제출상태구분코드
RESULT_SUBM_YMD|결과제출일자
RESULT_SUMMARY|결과요약
RESULT_TEXT|결과내용
RESULT_VAL|결과값
RESULT|결과
RESVA|적립금
RESV_NO|예약번호
RESV|예약
RETN_YMD|반납일자
RETN_YN|반납여부
RETN|반납
RETRA|재편입학
REUSE_PSBL_AMT|재사용가능금액
REUSE|재사용
REVAL|상대평가
REVIER_ID|심사자ID
REVIER|심사자
REVIS_CD|보정코드
REVIS_DVCD|보정구분코드
REVIS|보정
REVR_ID|수령자ID
REVR_NAME|수령자성명
REVR_NO|수령자번호
REVR|수령자
REV_REAS|개정이유
REV_SPPL_DVCD|개정증보구분코드
REV_TEXT|개정내용
REV_YMD|개정일자
REV_YN_ARTC|개정여부항목
REV_YN_DVCD_ARTC|개정여부구분코드항목
REV_YN_DVCD|개정여부구분코드
REV_YN|개정여부
REV|개정
REWD_DEMR_RATE|상점벌점비율
REWD|상점
RE_ATLEC_DVCD|재수강구분코드
RE_ATLEC_GRADE_DVCD|재수강성적구분코드
RE_ATLEC_GRADE_GRD|재수강성적등급
RE_ATLEC_GRDE|재수강학년
RE_ATLEC_GRD_CD|재수강등급코드
RE_ATLEC_GRD|재수강등급
RE_ATLEC_PNT|재수강점수
RE_ATLEC_POINT|재수강학점
RE_ATLEC_SMR|재수강학기
RE_ATLEC_SUBJT_CD|재수강교과목코드
RE_ATLEC_YEAR|재수강년도
RE_ATLEC_YN|재수강여부
RE_ATLEC_YY|재수강연도
RE_COMPS_YMD|재구성일자
RE_DSTBT_APPL_REASON|재교부신청사유
RE_DSTBT_BASI_TEXT|재교부근거내용
RE_DSTBT_DVCD|재교부구분코드
RE_ENSC_YMD|재입학일자
RE_HIRE_YMD|재임용일자
RE_ISSU_REASON|재발급사유
RE_LAC_YMD|재출국일자
RE_SAN_DVCD|재산구분코드
RE|재
RFMT|소양
RFRC_DVCD|참조구분코드
RFRC_INFO|참조정보
RFRC_TEXT|참조내용
RFRC|참조
RFS|거절
RFUN|환급
RF_REGT_CAND_SLCT_YEAR|학술진흥재단등재후보선정년도
RF_REGT_CAND_SLCT_YY|학술진흥재단등재후보선정연도
RF_REGT_YEAR|학술진흥재단등재년도
RF_REGT_YN|학술진흥재단등재여부
RF_REGT_YY|학술진흥재단등재연도
RF|학술진흥재단
RGMP|약도
RGOR_CD|수도회코드
RGOR|수도회
RGSTR_ID|등록자ID
RGSTR_NO|등록자번호
RGSTR_YN|등록자여부
RGSTR|등록자
RGUL|규칙
RISK_CK_SEQ|위험도체크순번
RISK_EVL_DVCD|위험도평가구분코드
RISK_EVL_RESULT|위험도평가결과
RISK|위험도
RISM_EXPT_YMD|복직예정일자
RISM_YMD|복직일자
RISM|복직
RIVSI|하안
RJCTP_ID|반려자ID
RJCTP|반려자
RJCT_DLNG_DVCD|반려처리구분코드
RJCT_DLNG_PATH|반려처리경로
RJCT_DLNG_YN|반려처리여부
RJCT_DT|반려일시
RJCT_OPIN|반려의견
RJCT_REASON_ARTC|반려사유항목
RJCT_REASON_CD|반려사유코드
RJCT_REASON|반려사유
RJCT_STAF_NO|반려교직원번호
RJCT_YMD|반려일자
RJCT|반려
RLAT_DVCD|관계구분코드
RLAT_ETC_TEXT|관계기타내용
RLAT_GRD|관계등급
RLAT_NM|관계명
RLAT_PNT|관계점수
RLAT|관계
RLCL_YMD|점호일자
RLCL|점호
RLTV_ACCTITEM_CD|상대비목코드
RLTV_ACCT_CD|상대계정코드
RLTV_EVL_EXCL_REASON_CD|상대평가제외사유코드
RLTV_EVL_EXCL_TARGT_DVCD|상대평가제외대상구분코드
RLTV_EVL_PPNU|상대평가인원
RLTV_EVL_YN|상대평가여부
RLTV|상대
RMARK_1|비고1
RMARK_2|비고2
RMARK|비고
RMND|나머지
RMNO|호수
RMR_CD_NM|보수코드명
RMR_CD|보수코드
RMR_LVL|보수레벨
RMR_MONTH_AMT|보수월금액
RMR_PAYT_MTHD_DVCD|보수지급방법구분코드
RMR_SORV_DVCD|보수재원구분코드
RMR_TAXN_DVCD|보수과세구분코드
RMR_YN|보수여부
RMR|보수
RMT_LECT_NM|원격강좌명
RMT_LECT_YN|원격강좌여부
RMT_LSSN_DVCD|원격수업구분코드
RMT|원격
RM|제거
RNDM_CACS_PRD|임의휴강교시
RNDM_EVL_PNT|임의평가점수
RNDM_NO|임의번호
RNDM|임의
RND_YN|RND여부
RND|RND
RNO|뒷번호
RNRUP_PPNU|차점자인원
RNRUP|차점자
RNW_PSBL_YN|갱신가능여부
RNW|갱신
ROADN_ADDR_1|도로명주소1
ROADN_ADDR|도로명주소
ROADN_DTL_ADDR|도로명상세주소
ROADN_MAINJOB_ADDR|도로명본직주소
ROADN_MAINJOB_MOD_YN|도로명본직수정여부
ROADN_MAINJOB_POST_NO|도로명본직우편번호
ROADN_MOD_YN|도로명수정여부
ROADN_POST_NO|도로명우편번호
ROADN|도로명
ROAD|도로
ROLE_DVCD|역할구분코드
ROLE_TEXT|역할내용
ROLE|역할
ROLOVR|롤오버
ROMMMATE_SNO|룸메이트학번
ROMMMATE|룸메이트
ROMM_MATE|룸메이트
ROOF_NM|지붕명
ROOF_STRC_DVCD|지붕구조구분코드
ROOF|지붕
ROOMMATE|동거인
ROOM_ABBR_NM|호실약어명
ROOM_AREA|호실면적
ROOM_CD|호실코드
ROOM_CNT|호실수
ROOM_DTL_CD|호실상세코드
ROOM_DVCD|호실구분코드
ROOM_FLOR_CNT_DVCD|호실층수구분코드
ROOM_FLOR|호실층
ROOM_HIST_NO|호실이력번호
ROOM_NM|호실명
ROOM_NO|호실번호
ROOM_POS_DVCD|호실배치구분코드
ROOM_PURPS_DVCD|호실용도구분코드
ROOM_PW|호실비밀번호
ROOM_YN|호실여부
ROOM|호실
ROOT_PGM_PATH|ROOT프로그램경로
ROOT|ROOT
ROTC|ROTC
ROTT|교대
ROUTE|노선
ROZN_ARTC_DVCD|개편항목구분코드
ROZN_DVCD|개편구분코드
ROZN_SEQ|개편순번
ROZN_TEXT|개편내용
ROZN_YEAR|개편년도
ROZN|개편
RPAFILE_NM|결과보고붙임문서명
RPAFILE_PATH_YN_NM|결과보고붙임문서경로여부명
RPAFILE_PATH|결과보고붙임문서경로
RPAFILE|결과보고붙임문서
RPIAPPV_FILE_NM|결과보고내부결재파일명
RPIAPPV_FLPTH_YN_NM|결과보고내부결재파일경로여부명
RPIAPPV_FLPTH|결과보고내부결재파일경로
RPIAPPV|결과보고내부결재
RPLY_NO|회신번호
RPLY_YMD|회신일자
RPLY|회신
RPMD_SBPT|견책감점
RPMD_TMCNT|견책횟수
RPMD|견책
RPNM|명의
RPSNT_APPL_SEQ|대표신청순번
RPSNT_ASTP_CD|대표보직코드
RPSNT_ASTP_DVCD|대표보직구분코드
RPSNT_ASTP_YN|대표보직여부
RPSNT_AUTHR_NAME|대표저자성명
RPSNT_AUTHR_NM_ARTC|대표저자명항목
RPSNT_AUTHR_NM|대표저자명
RPSNT_CAER_DESI_ARTC_CNT|대표경력지정항목수
RPSNT_CAER_YN|대표경력여부
RPSNT_CD|대표코드
RPSNT_DEGR_YN|대표학위여부
RPSNT_ID|대표ID
RPSNT_INVNTR_NM|대표발명자명
RPSNT_PRFS_YN|대표교수여부
RPSNT_PROJ_CNT|대표과제수
RPSNT_PROJ_DVCD|대표과제구분코드
RPSNT_SNO|대표학번
RPSNT_TEL_NO|대표전화번호
RPSNT_YN|대표여부
RPSNT|대표
RPST_CTCKR|대표자연락처
RPST_NAME|대표자성명
RPST_NM|대표자명
RPST_REGI_NO|대표자주민번호
RPST_REGI_REG_NO|대표자주민등록번호
RPST|대표자
RPTMA|보고사항
RPTR|보고자
RPT_BEGIN_YMD|보고시작일자
RPT_END_YMD|보고종료일자
RPT|보고
RQIR_EQUP_TEXT|소요기자재내용
RQIR|소요
RQRD|구비
RREPOT_APPL_TERM_EXCE_YN|결과보고서신청기간초과여부
RREPOT_NO|결과보고서번호
RREPOT|결과보고서
RSAC_ARTC_CD|연구업적항목코드
RSAC_EVL_ARTC_CD|연구업적평가항목코드
RSAC_NO|연구업적번호
RSAC_TRANF_PNT|연구업적대체점수
RSAC_TRANF_YEAR|연구업적대체년도
RSAC_TRANF_YY|연구업적대체연도
RSAC|연구업적
RSBG_ADJ_DVCD|추경조정구분코드
RSBG_APLY_DVCD|추경적용구분코드
RSBG_CH1_AMT|추경1차금액
RSBG_CH1_CHNG_AMT|추경1차변경금액
RSBG_CH2_AMT|추경2차금액
RSBG_CH2_CHNG_AMT|추경2차변경금액
RSBG_CH3_AMT|추경3차금액
RSBG_CH3_CHNG_AMT|추경3차변경금액
RSBG_DLNG_YN|추경처리여부
RSBG_LAST_AMT|추경최종금액
RSBG_LAST_CHNG_AMT|추경최종변경금액
RSBG|추경
RSCHE_AFF_CD|연구비계열코드
RSCHE_APPL_DVCD|연구비신청구분코드
RSCHE_APPL_NO|연구비신청번호
RSCHE_BNFT_INSTI_NM|연구비수혜기관명
RSCHE_BNFT_YN|연구비수혜여부
RSCHE_BUSI_NM|연구비사업명
RSCHE_CNTR_MNGT_YN|연구비중앙관리여부
RSCHE_CSGM_DVCD_ARTC|연구비수탁구분코드항목
RSCHE_CSGM_DVCD|연구비수탁구분코드
RSCHE_IOSCH_DVCD|연구비교내외구분코드
RSCHE_LMTT_BEGIN_YMD|연구비제한시작일자
RSCHE_LMTT_END_YMD|연구비제한종료일자
RSCHE_LMTT_REASON|연구비제한사유
RSCHE_MTYER_PROJ_YN|연구비다년과제여부
RSCHE_RSPJ_NM|연구비연구과제명
RSCHE_RSPJ_NO|연구비연구과제번호
RSCHE_RSPJ_STY_FIED_DVCD|연구비연구과제학문분야구분코드
RSCHE_SPPT_AMT|연구비지원금액
RSCHE_SPPT_DVCD|연구비지원구분코드
RSCHE_SPPT_INSTI_CD|연구비지원기관코드
RSCHE_SPPT_INSTI_NM|연구비지원기관명
RSCHE_SPPT_IPSBL_CD|연구비지원불가코드
RSCHE|연구비
RSCHPL_SMRY|연구계획개요
RSCHPL|연구계획
RSCHYS|연구년제
RSCHY_APPL_PSBL_YN|연구년신청가능여부
RSCHY_COST_AMT|연구년단가금액
RSCHY_DVCD|연구년구분코드
RSCHY_EXPT_YMD|연구년예정일자
RSCHY_MCNT|연구년월수
RSCHY_MONS_CNT|연구년개월수
RSCHY_REASON|연구년사유
RSCHY_SABY_DVCD|연구년안식년구분코드
RSCHY_YN|연구년여부
RSCHY|연구년
RSCH_ACH_KIND_CD|연구업적종류코드
RSCH_ACH_MNGT_NO|연구업적관리번호
RSCH_ACH_PNT|연구업적점수
RSCH_AFF_AVG|연구계열평균
RSCH_AMT|연구금액
RSCH_ARTI_EDU_PNT|연구산학교육점수
RSCH_ARTI_RSCH_PNT|연구산학연구점수
RSCH_ARTI_SRVE_PNT|연구산학봉사점수
RSCH_ASCO_TFRE|연구보조비비과세
RSCH_ASCO|연구보조비
RSCH_BEGIN_YMD|연구시작일자
RSCH_CAER_TOT_NM|연구경력계명
RSCH_CONV_PNT|연구환산점수
RSCH_CSGM_DVCD|연구수탁구분코드
RSCH_DEDIC_FTM_CNT|연구전담전임수
RSCH_DEPT_NM|연구부서명
RSCH_DEPT_YN|연구부서여부
RSCH_DIRCTR_CLGE_CD|연구책임자단대코드
RSCH_DIRCTR_DPMJ_CD|연구책임자학과코드
RSCH_DIRCTR_INDI_NO|연구책임자개인번호
RSCH_DIRCTR_MAJR_CD|연구책임자전공코드
RSCH_DIRCTR_OFITTL_CD|연구책임자직명코드
RSCH_DIRCTR_POSIT_LAB_CD|연구책임자소속연구소코드
RSCH_DVCD|연구구분코드
RSCH_END_YMD|연구종료일자
RSCH_EVL_CALC_TEXT|연구평가계산내용
RSCH_EVL_PNT|연구평가점수
RSCH_FIED_CD|연구분야코드
RSCH_INVA_TOT_NM|연구혁신계명
RSCH_MONS_CNT|연구개월수
RSCH_OTLNE_APPL_YMD|연구개요서신청일자
RSCH_OTLNE_CONFM_YMD|연구개요서승인일자
RSCH_OTLNE|연구개요서
RSCH_PAYT_AMT|연구지급금액
RSCH_PAYT_RATE|연구지급비율
RSCH_PGSS_CORS|연구진행과정
RSCH_PGSS_SMRY|연구진행개요
RSCH_PNT|연구점수
RSCH_POINT|연구학점
RSCH_PROJ_YN|연구과제여부
RSCH_PROTO_GRD_DVCD|연구계획서등급구분코드
RSCH_PROTO_YN|연구계획서여부
RSCH_PURP|연구목적
RSCH_REG_AMT|연구등록금액
RSCH_RESULT_EXPECT_EFFECT|연구결과기대효과
RSCH_RESULT_PNT|연구결과점수
RSCH_RESULT_SMRY|연구결과개요
RSCH_RST_EVL_TEXT|연구실적평가내용
RSCH_RST_GRD_DVCD|연구실적등급구분코드
RSCH_RST_PNT|연구실적점수
RSCH_SCOR|연구배점
RSCH_SELF_PERG|연구본인백분율
RSCH_SELF_PNT|연구본인점수
RSCH_SELF_RANK|연구본인순위
RSCH_SMRY_APPL_YMD|연구개요신청일자
RSCH_SMRY_CONFM_YMD|연구개요승인일자
RSCH_SRSLT_AMT|연구성과금액
RSCH_STY_FIED_CD|연구학문분야코드
RSCH_TERR_LOW_PNT|연구영역최저점수
RSCH_TERR_PNT|연구영역점수
RSCH_TERR_RESULT_PNT|연구영역결과점수
RSCH_TEXT|연구내용
RSCH_TFRE_AMT|연구비과세금액
RSCH|연구
RSCU|연구용
RSFC_DVCD|예비군구분코드
RSFC|예비군
RSGH|우시력
RSGT|우시력
RSLT_AMT|결의서금액
RSLT_BUDG_ESSNTL_YN|결의서예산필수여부
RSLT_CREAT_SUM_YMD|결의서생성집계일자
RSLT_CREAT_YN|결의서생성여부
RSLT_DTL_DVCD|결의서상세구분코드
RSLT_NCNT|결의서개수
RSLT_NO|결의서번호
RSLT_RECE_DVCD|결의서접수구분코드
RSLT_SEQ|결의서순번
RSLT_TAG|결의서태그
RSLT_TEXT|결의서내용
RSLT_TITLE|결의서제목
RSLT_TYPE_DVCD|결의서유형구분코드
RSLT_USE_YN|결의서사용여부
RSLT_WRITE_YN|결의서작성여부
RSLT_YMD|결의서일자
RSLT|결의서
RSPF_ADMT_BASS_DVCD_ARTC|연구실적인정기준구분코드항목
RSPF_ADMT_BASS_DVCD|연구실적인정기준구분코드
RSPF_DEMAD_DVCD|연구실적요구구분코드
RSPF_DEMAD_REASON|연구실적요구사유
RSPF_EVL_GRD_DVCD|연구실적평가등급구분코드
RSPF_EVL_GRD_TEXT|연구실적평가등급내용
RSPF_EXC_LAST_PNT|연구실적우수성최종점수
RSPF_EXC_RAW_PNT|연구실적우수성원점수
RSPF_NM|연구실적명
RSPF_SAFY_YN|연구실적충족여부
RSPF_STY_FIED_CD_ARTC|연구실적학문분야코드항목
RSPF_STY_FIED_CD|연구실적학문분야코드
RSPF_TERM_BEGIN_YMD|연구실적기간시작일자
RSPF_TERM_BEGIN_YM|연구실적기간시작년월
RSPF_TERM_DVCD|연구실적기간구분코드
RSPF_TERM_END_YMD|연구실적기간종료일자
RSPF_TERM_END_YM|연구실적기간종료년월
RSPF_YN|연구실적여부
RSPF|연구실적
RSPJ_ANOU_YMD|연구과제발표일자
RSPJ_CD_ARTC|연구과제코드항목
RSPJ_CD|연구과제코드
RSPJ_ENG_NM|연구과제영문명
RSPJ_KORD_NM|연구과제국문명
RSPJ_NM|연구과제명
RSPJ_NO_NM|연구과제번호명
RSPJ_NO|연구과제번호
RSPJ_STY_FIED_CD_ARTC|연구과제학문분야코드항목
RSPJ_STY_FIED_CD|연구과제학문분야코드
RSPJ_STY_FIED_DVCD_ARTC|연구과제학문분야구분코드항목
RSPJ_STY_FIED_DVCD|연구과제학문분야구분코드
RSPJ|연구과제
RSPNS_DVCD|응답구분코드
RSPNS_PPNU|응답인원
RSPNS_QEST_NO|응답문항번호
RSPNS_TOTSM|응답총합
RSPNS|응답
RSPNT_ARTC|결과점수항목
RSPNT|결과점수
RSRV_FUND_AMT|예비비금액
RSRV_FUND|예비비
RSTER_NO|명부번호
RSTER|명부
RSTXA_AMT|조세특례제한법금액
RSTXA_TAXA_RDC|조세특례제한법세액감면
RSTXA|조세특례제한법
RST_ADMT_1_SCYR|실적인정1학년도
RST_ADMT_2_SCYR|실적인정2학년도
RST_ADMT_3_SCYR|실적인정3학년도
RST_ADMT_YN|실적인정여부
RST_APPL_DT|실적신청일시
RST_CONFM_DVCD|실적승인구분코드
RST_DET_DSTNCT_NM|실적세부구분명
RST_DVCD|실적구분코드
RST_NUMB|실적건수
RST_PROJ_NO|실적과제번호
RST_SBJT_CNT|실적과목수
RST_SEQ|실적순번
RST_YM_ARTC|실적년월항목
RST_YM|실적년월
RST_YY|실적연도
RST|실적
RSVE_PPNU|유보인원
RSVE_REASON|유보사유
RSVE_STTUS_DVCD|유보상태구분코드
RSVE_YN|유보여부
RSVE|유보
RTAT_AMT|소급금액
RTAT_DLNG_YN|소급처리여부
RTAT_DVCD|소급구분코드
RTAT_HRS|소급시수
RTAT_PAYT_TAXN|소급지급과세
RTAT_PAYT_TFRE|소급지급비과세
RTAT_WCNT|소급주수
RTAT_YN|소급여부
RTAT|소급
RTIRA_AMT|퇴직금금액
RTIRA_CALC_DVCD|퇴직금계산구분코드
RTIRA_DVCD|퇴직금구분코드
RTIRA_NOPAY_YN|퇴직금미지급여부
RTIRA_PAYT_DVCD|퇴직금지급구분코드
RTIRA|퇴직금
RTIR_AMT|퇴직금액
RTIR_CSRV_MCNT|퇴직근속월수
RTIR_CSRV_YCNT|퇴직근속년수
RTIR_DVCD|퇴직구분코드
RTIR_EXPT_YMD|퇴직예정일자
RTIR_EXTY|퇴직수당
RTIR_ICDT_YMD|퇴직입사일자
RTIR_INCMX_DEDU_YN|퇴직소득세공제여부
RTIR_INCM_CLCL_TAX_AMT|퇴직소득산출세금금액
RTIR_INCM_DEDU|퇴직소득공제
RTIR_INCM_TAXB|퇴직소득과세표준
RTIR_INCM_TAXN_STD_AMT|퇴직소득과세표준금액
RTIR_INPT_DVCD|퇴직입력구분코드
RTIR_LIMT_EXCE_AMT|퇴직한도초과금액
RTIR_PAYA|퇴직급여액
RTIR_PAY|퇴직급여
RTIR_PENS_INCM_DEDU|퇴직연금소득공제
RTIR_PENS_INCM_TXDE|퇴직연금소득세액공제
RTIR_PENS|퇴직연금
RTIR_PPNU|퇴직인원
RTIR_REASON_CD|퇴직사유코드
RTIR_REASON_DVCD|퇴직사유구분코드
RTIR_REASON|퇴직사유
RTIR_RESIGN_YMD|퇴직퇴사일자
RTIR_RESVA_BASE_AMT|퇴직적립금기초금액
RTIR_RESVA_BASE|퇴직적립금기초
RTIR_RESVA_CALCL_YMD|퇴직적립금정산일자
RTIR_RESVA_CALCL_YN|퇴직적립금정산여부
RTIR_RESVA_EOT_AMT|퇴직적립금기말금액
RTIR_RESVA_EOT|퇴직적립금기말
RTIR_RESVA_RELV_AMT|퇴직적립금당해금액
RTIR_RESVA_RELV|퇴직적립금당해
RTIR_RESVA_TARGT_YN|퇴직적립금대상여부
RTIR_TARGT_YN|퇴직대상여부
RTIR_TAXA_YET_REFL_YN|퇴직세액미반영여부
RTIR_TXDE_APLY_YN|퇴직세액공제적용여부
RTIR_YMD|퇴직일자
RTIR_YN|퇴직여부
RTIR|퇴직
RTN|반환
RTRL_ADMT_YN|재심인정여부
RTRL_APPL_DT|재심신청일시
RTRL_APPL_NO|재심신청번호
RTRL_APPL_PNT|재심신청점수
RTRL_APPL_REASON|재심신청사유
RTRL_LAST_PNT|재심최종점수
RTRL|재심
RTSC_EXPT_SMR|복학예정학기
RTSC_EXPT_YY|복학예정연도
RTSC_GRDE|복학학년
RTSC_SMR|복학학기
RTSC_YEAR|복학년도
RTSC_YN|복학여부
RTSC_YY|복학연도
RTSC|복학
RT|율
RULE_CD|규정코드
RULE_CK_YN|규정체크여부
RULE_DEPT_CD|규정부서코드
RULE_DVCD|규정구분코드
RULE_KIND_DVCD|규정종류구분코드
RULE_NM|규정명
RULE_NO|규정번호
RULE_TEXT|규정내용
RULE_VER|규정버전
RULE|규정
RUNF|동창회비
RUTR_TRFA_AMT|왕복운임금액
RUTR|왕복
SABY_BEGIN_YMD|안식년시작일자
SABY_END_YMD|안식년종료일자
SABY_TMCNT|안식년횟수
SABY|안식년
SAFE_DIAG_YMD|안전진단일자
SAFE_EDU_TARGT_YN|안전교육대상여부
SAFE_GRD_DVCD|안전등급구분코드
SAFE|안전
SAFT_GRD|안전성등급
SAFT|안전성
SAFYRT|충족도
SAFY|충족
SALC_AMT|호봉금액
SALC_CAER_ADJ_REASON|호봉경력조정사유
SALC_CD|호봉코드
SALC_CONF_DVCD|호봉확인구분코드
SALC_CONF_NM|호봉확인명
SALC_CONF_YMD|호봉확인일자
SALC_DLMT_YMD|호봉획정일자
SALC_DLNG_DVCD|호봉처리구분코드
SALC_DVCD|호봉구분코드
SALC_FIX_RMARK|호봉책정비고
SALC_NM|호봉명
SALC_ODR|호봉차수
SALC_PROT_MONTH_DVCD|호봉승급월구분코드
SALC_TABL_DVCD|호봉표구분코드
SALC_TIT|호봉명칭
SALC_YEAR|호봉년도
SALC|호봉
SALES_AMT_TEXT|매출금액내용
SALES_AMT|매출금액
SALES_KIND_NM|매출종류명
SALES|매출
SALE|판매
SALT_DVCD|장단기구분코드
SALT|장단기
SALY|봉급액
SAL_CAER_DVCD|봉급경력구분코드
SAL_RATE|봉급비율
SAL|봉급
SAME_EVL_AFF_CD|동일평가계열코드
SAME_EVL_BASS_TERR_CD|동일평가기준영역코드
SAME_FAC_DVCD|동일이수구분코드
SAME_MAJR_YN|동일전공여부
SAME_ORDP_YN|동일석차여부
SAME_PL_CANC_YN|동일자취소여부
SAME_SUBJT_RE_ATLEC_YN|동일교과목재수강여부
SAME_UNE_RTAT_AMT|동일법인소급금액
SAME|동일
SAM_DATA_TEXT|샘플데이터내용
SAM|샘플
SAN_YN|산여부
SAN|산
SATC|소항목
SAT_LEC_TIME|토요일강의시간
SAT_YN|토요일여부
SAT|토요일
SAVAMT|절감액
SAVE_BTN_AUTH_YN|저장버튼권한여부
SAVE_BTN_USE_YN|저장버튼사용여부
SAVE_MEDM_CD|저장매체코드
SAVE_MEDM_DEL_YN|저장매체삭제여부
SAVE_PSBL_YN|저장가능여부
SAVE|저장
SAVG_DVCD|저축구분코드
SAVG|저축
SBCMTER|예비위원
SBEF_ACQ_POINT|직전취득학점
SBEF_AVG_GPA|직전평균평점
SBEF_CAER_TYPE_DVCD|직전경력유형구분코드
SBEF_CQI_TEXT|직전CQI내용
SBEF_DPMJ_EVL_GRD|직전학과평가등급
SBEF_GPA_AVG|직전평점평균
SBEF_LABR_PLACE|직전근로장소
SBEF_LABR_YN|직전근로여부
SBEF_SMR_ACQ_POINT|직전학기취득학점
SBEF_SMR_GPA_AVG|직전학기평점평균
SBEF_SMR_GRADE|직전학기성적
SBEF_SMR|직전학기
SBEF_YEAR_USE_AMT|직전년도사용금액
SBEF_YEAR|직전년도
SBEF|직전
SBHD|건명
SBJT_CD|과목코드
SBJT_DVCD|과목구분코드
SBJT_HRS|과목시수
SBJT_NM|과목명
SBJT_SEQ|과목순번
SBJT_TERR_CD|과목영역코드
SBJT|과목
SBMIT|투고
SBNO|부번호
SBPT_BASS_CD|감점기준코드
SBPT_DVCD|감점구분코드
SBPT_PNT|감점점수
SBPT_RATE|감점비율
SBPT_SM|감점합계
SBPT_TMCNT|감점횟수
SBPT|감점
SBSKT|장바구니
SBZO_BEGIN_YMD|소기업소상공인시작일자
SBZO_DEDU_INTAL_AMT|소기업소상공인공제부금금액
SBZO_DEDU_INTAL_INCM_DEDU|소기업소상공인공제부금소득공제
SBZO_DEDU_INTAL|소기업소상공인공제부금
SBZO_END_YMD|소기업소상공인종료일자
SBZO|소기업소상공인
SB_DEPT_INCL_YN|하위부서포함여부
SB_INCL_YN|하위포함여부
SB_MENU_OPN_YN|하위메뉴개방여부
SB_MENU_PATH|하위메뉴경로
SB_ORG_INCL_YN|하위조직포함여부
SB_PGM_PATH|하위프로그램경로
SB|하위
